City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,2018-02-14,65.35,,6.17,104.31,53.74,,6.17,59.29,64.67,0.74,5.81,3.21,172.0,Moderate
Ahmedabad,2018-03-02,53.5,,4.52,105.31,54.74,,4.52,171.32,,11.62,69.29,16.62,132.0,Moderate
Ahmedabad,2018-03-03,41.64,,13.79,104.44,61.23,,13.79,109.4,63.12,12.47,69.84,13.17,212.0,Poor
Ahmedabad,2018-04-21,37.9,,4.96,31.24,18.93,,4.96,16.31,34.76,0.74,15.2,3.21,210.0,Poor
Ahmedabad,2018-04-29,39.97,,7.15,32.39,19.83,,7.15,30.7,36.08,2.62,15.35,3.21,219.0,Poor
Ahmedabad,2018-05-04,41.81,,8.66,27.69,19.91,,8.66,36.92,,5.04,23.67,0.65,249.0,Poor
Ahmedabad,2018-05-07,41.04,,7.56,28.36,19.48,,7.56,54.07,,5.02,20.38,0.65,228.0,Poor
Ahmedabad,2018-05-12,44.79,,7.28,32.12,21.1,,7.28,74.84,37.9,6.22,30.82,0.65,222.0,Poor
Ahmedabad,2018-05-15,46.06,,7.07,27.6,18.74,,7.07,59.55,32.54,5.54,27.16,0.65,232.0,Poor
Ahmedabad,2018-05-16,52.82,,9.88,28.48,21.26,,9.88,73.73,27.07,6.94,29.35,0.96,247.0,Poor
Ahmedabad,2018-05-18,59.44,,6.67,31.77,20.48,,6.67,86.73,38.54,5.65,31.0,0.65,236.0,Poor
Ahmedabad,2018-05-22,69.87,,6.96,34.82,22.14,,6.96,16.35,40.76,8.23,32.22,0.65,217.0,Poor
Ahmedabad,2018-06-07,53.59,,10.18,45.53,29.81,,10.18,59.53,17.93,4.73,22.97,0.65,247.0,Poor
Ahmedabad,2018-10-05,73.89,,4.5,53.74,28.34,,4.5,46.31,59.52,3.65,12.86,4.34,214.0,Poor
Ahmedabad,2018-10-27,72.93,,90.96,78.54,73.82,,90.96,39.24,69.95,3.87,21.26,7.16,161.0,Moderate
Ahmedabad,2018-11-28,68.3,,8.69,73.99,22.45,,8.69,50.93,72.2,3.99,32.22,6.84,228.0,Poor
Ahmedabad,2018-12-15,59.4,,7.23,47.87,15.42,,7.23,21.53,71.46,4.07,32.33,6.97,191.0,Moderate
Ahmedabad,2018-12-16,54.75,,6.99,43.7,14.29,,6.99,19.99,76.37,4.06,32.31,6.94,172.0,Moderate
Ahmedabad,2018-12-17,62.18,,7.67,55.29,17.43,,7.67,29.22,73.67,4.06,32.31,6.93,198.0,Moderate
Ahmedabad,2019-01-07,74.62,,8.16,73.22,21.96,,8.16,48.21,74.83,4.12,32.35,6.99,236.0,Poor
Ahmedabad,2019-01-15,66.97,,6.96,37.35,12.77,,6.96,28.48,89.73,4.11,32.42,7.03,172.0,Moderate
Ahmedabad,2019-01-16,161.09,,101.89,116.48,108.56,,101.89,64.92,84.85,4.06,32.36,6.94,116.0,Moderate
Ahmedabad,2019-06-22,63.09,152.67,12.65,163.54,110.17,,12.65,26.31,113.94,6.3,80.04,1.48,184.0,Moderate
Ahmedabad,2019-10-20,89.05,129.36,5.69,159.1,83.99,,5.69,105.73,76.58,1.15,23.37,2.04,228.0,Poor
Ahmedabad,2019-10-21,81.62,118.57,1.7,121.02,60.92,,1.7,117.2,114.49,1.15,23.37,2.04,225.0,Poor
Ahmedabad,2019-10-23,46.84,83.85,6.05,114.63,62.81,,6.05,118.83,91.42,1.15,23.37,2.04,249.0,Poor
Ahmedabad,2019-10-27,57.54,81.3,7.32,72.14,43.54,,7.32,120.11,103.24,1.15,23.37,2.04,199.0,Moderate
Ahmedabad,2019-10-28,75.12,158.06,7.95,68.64,42.55,,7.95,106.2,55.96,1.15,23.37,2.04,212.0,Poor
Ahmedabad,2019-10-29,37.74,93.24,7.42,62.2,38.81,,7.42,110.11,51.34,1.15,23.37,2.04,200.0,Moderate
Ahmedabad,2019-11-28,38.15,89.99,7.78,140.56,77.43,,7.78,166.39,40.11,1.46,23.05,1.8,236.0,Poor
Ahmedabad,2019-11-29,48.47,87.26,5.55,103.61,56.87,,5.55,186.08,44.3,3.84,46.94,1.65,212.0,Poor
Ahmedabad,2019-11-30,46.95,86.39,8.07,86.67,51.48,,8.07,147.78,41.06,3.5,43.31,1.72,199.0,Moderate
Ahmedabad,2019-12-01,43.06,79.08,5.26,81.68,45.84,,5.26,137.18,42.68,2.75,35.25,1.87,248.0,Poor
Ahmedabad,2019-12-02,46.74,76.39,4.02,60.49,34.1,,4.02,112.45,48.16,2.75,35.25,1.87,192.0,Moderate
Ahmedabad,2019-12-03,41.61,83.5,3.87,54.14,30.83,,3.87,123.27,57.81,2.75,35.25,1.87,134.0,Moderate
Ahmedabad,2019-12-04,77.66,99.48,4.32,62.09,35.21,,4.32,93.11,51.79,2.75,35.25,1.87,140.0,Moderate
Ahmedabad,2019-12-05,65.48,121.86,7.8,82.62,48.13,,7.8,66.09,42.3,2.75,35.25,1.87,197.0,Moderate
Ahmedabad,2019-12-13,52.59,92.57,6.92,11.32,10.69,,6.92,25.09,23.94,,,,242.0,Poor
Ahmedabad,2019-12-14,63.33,99.3,4.66,14.79,10.69,,4.66,29.4,24.07,,,,157.0,Moderate
Ahmedabad,2019-12-15,48.58,93.92,2.56,12.0,7.76,,2.56,20.56,27.73,,,,177.0,Moderate
Ahmedabad,2019-12-16,45.47,89.73,5.2,20.62,13.94,,5.2,18.8,30.45,,,,145.0,Moderate
Ahmedabad,2019-12-17,54.42,102.4,5.67,25.45,16.65,,5.67,26.19,29.22,,,,237.0,Poor
Ahmedabad,2019-12-18,72.45,116.1,8.84,25.88,19.22,,8.84,29.77,24.83,,,,231.0,Poor
Ahmedabad,2019-12-21,64.25,121.71,10.97,34.29,24.92,,10.97,73.34,12.43,,,,206.0,Poor
Ahmedabad,2019-12-22,60.17,104.08,3.75,18.36,11.75,,3.75,39.26,8.94,,,,170.0,Moderate
Ahmedabad,2019-12-23,57.99,97.02,2.2,17.47,10.16,,2.2,52.32,6.35,,,,113.0,Moderate
Ahmedabad,2019-12-24,49.63,95.51,1.89,19.99,11.16,,1.89,79.47,4.87,,,,113.0,Moderate
Ahmedabad,2019-12-25,53.0,98.1,4.07,20.11,12.85,,4.07,69.13,5.4,,,,166.0,Moderate
Ahmedabad,2019-12-26,52.77,95.25,6.64,31.26,20.2,,6.64,50.74,10.61,,,,216.0,Poor
Ahmedabad,2020-01-01,79.57,131.62,3.78,12.64,8.99,,3.78,27.7,23.67,4.21,31.42,2.52,216.0,Poor
Ahmedabad,2020-01-02,72.59,128.86,3.63,14.38,9.73,,3.63,23.96,23.67,3.71,31.14,2.52,162.0,Moderate
Ahmedabad,2020-01-03,69.54,128.99,7.06,15.13,12.65,,7.06,35.78,23.66,4.78,31.14,2.52,220.0,Poor
Ahmedabad,2020-01-06,46.96,109.44,7.17,16.88,13.58,,7.17,38.11,23.64,2.75,31.14,2.52,175.0,Moderate
Ahmedabad,2020-01-08,61.4,118.44,2.38,16.33,9.74,,2.38,30.54,23.59,2.75,31.14,2.52,157.0,Moderate
Ahmedabad,2020-01-09,38.89,93.4,2.41,14.14,8.7,,2.41,46.78,23.64,2.75,31.14,2.52,129.0,Moderate
Ahmedabad,2020-01-10,56.14,108.83,2.5,11.65,7.55,,2.5,26.75,23.58,2.75,31.14,2.52,129.0,Moderate
Ahmedabad,2020-01-11,59.96,109.98,2.38,14.37,8.79,,2.38,45.44,23.58,2.75,31.14,2.52,114.0,Moderate
Ahmedabad,2020-01-12,83.9,152.94,8.81,20.66,16.65,,8.81,58.01,23.56,4.42,31.14,2.52,212.0,Poor
Ahmedabad,2020-01-14,39.83,44.53,3.26,16.42,10.29,,3.26,25.78,23.62,2.72,30.82,2.49,189.0,Moderate
Ahmedabad,2020-01-15,53.27,90.4,3.59,16.01,10.43,,3.59,19.5,23.66,2.72,30.82,2.49,142.0,Moderate
Ahmedabad,2020-01-16,40.07,79.32,3.75,13.41,9.34,,3.75,10.67,23.6,2.75,31.14,2.52,152.0,Moderate
Ahmedabad,2020-01-29,28.77,73.99,20.76,21.98,25.69,,20.76,40.13,32.37,1.05,30.73,1.07,204.0,Poor
Ahmedabad,2020-02-09,69.85,124.4,6.25,40.74,24.54,,6.25,27.16,,1.15,38.57,0.52,215.0,Poor
Ahmedabad,2020-02-10,64.94,116.45,8.62,47.28,29.5,,8.62,31.84,71.69,1.15,38.57,0.52,223.0,Poor
Ahmedabad,2020-02-22,36.35,97.03,4.78,52.87,29.36,,4.78,42.9,52.15,0.99,32.61,0.56,168.0,Moderate
Ahmedabad,2020-02-23,54.06,104.74,4.22,51.33,28.19,,4.22,48.07,39.74,0.99,32.61,0.56,219.0,Poor
Ahmedabad,2020-03-04,49.16,125.88,7.4,31.08,20.69,,7.4,51.07,45.99,2.85,46.56,1.13,246.0,Poor
Ahmedabad,2020-03-09,37.02,90.26,5.55,32.91,20.2,,5.55,42.98,67.75,2.85,46.56,1.13,170.0,Moderate
Ahmedabad,2020-03-10,37.67,94.36,2.28,17.52,10.25,,2.28,26.68,16.92,2.85,46.56,1.13,116.0,Moderate
Ahmedabad,2020-03-11,31.12,80.79,3.56,21.51,13.13,,3.56,19.43,16.68,2.85,46.56,1.13,152.0,Moderate
Ahmedabad,2020-03-12,41.19,114.05,6.04,31.18,19.72,,6.04,40.38,,2.85,46.56,1.13,218.0,Poor
Ahmedabad,2020-03-14,39.57,111.46,4.0,35.3,20.2,,4.0,49.34,39.51,2.85,46.56,1.13,170.0,Moderate
Ahmedabad,2020-03-15,39.42,115.8,5.11,31.33,19.1,,5.11,27.4,33.16,2.85,46.56,1.13,215.0,Poor
Ahmedabad,2020-03-16,36.03,90.32,3.89,34.32,19.65,,3.89,28.6,53.81,2.85,46.56,1.13,222.0,Poor
Ahmedabad,2020-03-22,48.16,122.17,5.47,18.27,12.99,,5.47,52.62,33.69,,,,180.0,Moderate
Ahmedabad,2020-03-23,44.61,112.32,4.98,31.4,17.08,,4.98,34.25,49.45,6.81,28.18,7.52,247.0,Poor
Ahmedabad,2020-03-24,31.89,98.52,2.96,25.2,14.5,,2.96,44.87,47.99,4.01,23.25,3.33,135.0,Moderate
Ahmedabad,2020-03-25,33.25,91.38,4.28,33.45,19.44,,4.28,61.4,38.86,4.9,18.98,2.85,195.0,Moderate
Ahmedabad,2020-03-26,43.67,91.12,7.11,26.61,17.61,,7.11,34.72,39.74,4.71,19.16,2.8,216.0,Poor
Ahmedabad,2020-03-27,22.93,37.12,5.23,18.52,12.87,,5.23,16.19,34.41,1.58,7.5,1.08,193.0,Moderate
Ahmedabad,2020-03-28,37.73,72.43,4.67,35.52,20.77,,4.67,16.06,34.72,6.37,26.05,3.56,160.0,Moderate
Ahmedabad,2020-03-29,20.67,75.48,3.08,26.98,15.46,,3.08,22.76,40.17,4.79,15.29,1.95,125.0,Moderate
Ahmedabad,2020-03-30,28.55,89.1,4.11,38.65,21.89,,4.11,19.14,31.5,8.51,37.5,4.88,140.0,Moderate
Ahmedabad,2020-03-31,29.97,98.96,3.85,22.08,13.64,,3.85,32.01,36.86,7.0,29.53,2.5,145.0,Moderate
Ahmedabad,2020-04-01,24.79,86.06,4.5,21.29,13.7,,4.5,22.16,36.76,3.58,15.89,1.88,153.0,Moderate
Ahmedabad,2020-04-02,25.52,88.12,4.46,24.24,15.15,,4.46,18.54,38.17,4.59,19.84,2.09,164.0,Moderate
Ahmedabad,2020-04-03,33.48,87.96,4.51,41.44,23.58,,4.51,23.84,46.53,9.31,40.13,5.44,173.0,Moderate
Ahmedabad,2020-04-04,39.44,84.83,3.82,39.88,22.28,,3.82,27.53,58.08,9.71,36.32,4.85,182.0,Moderate
Ahmedabad,2020-04-05,43.77,87.96,3.35,40.99,22.49,,3.35,31.4,53.61,10.92,46.65,5.63,152.0,Moderate
Ahmedabad,2020-04-06,46.64,95.3,3.75,29.6,17.24,,3.75,22.2,49.67,7.65,37.78,3.94,145.0,Moderate
Ahmedabad,2020-04-07,45.8,104.5,3.87,16.8,11.04,,3.87,31.04,48.2,5.44,20.89,1.47,159.0,Moderate
Ahmedabad,2020-04-08,36.3,90.07,5.19,15.65,11.51,,5.19,30.8,49.83,4.66,14.64,1.08,183.0,Moderate
Ahmedabad,2020-04-09,32.12,89.74,5.07,21.61,14.33,,5.07,20.75,62.53,5.64,18.82,2.04,168.0,Moderate
Ahmedabad,2020-04-10,30.73,78.56,4.36,28.65,17.23,,0.59,32.01,42.61,6.91,32.15,3.51,113.0,Moderate
Ahmedabad,2020-04-11,30.18,74.99,3.06,34.81,19.26,,0.45,25.09,39.0,8.52,51.18,6.71,89.0,Satisfactory
Ahmedabad,2020-04-12,26.7,72.83,2.72,27.0,15.18,,0.36,21.57,42.16,5.63,34.1,3.97,101.0,Moderate
Ahmedabad,2020-04-13,18.77,61.54,2.81,23.01,13.01,,0.39,26.86,47.88,3.41,25.88,2.56,95.0,Satisfactory
Ahmedabad,2020-04-14,31.16,72.09,3.22,25.9,14.73,,0.37,21.85,43.35,4.75,31.33,3.61,89.0,Satisfactory
Ahmedabad,2020-04-15,23.69,64.81,2.28,17.18,10.04,,0.43,23.5,44.04,2.14,29.17,1.67,88.0,Satisfactory
Ahmedabad,2020-04-16,38.65,81.47,3.7,26.76,14.75,,0.36,22.03,54.24,5.84,34.58,3.22,95.0,Satisfactory
Ahmedabad,2020-04-17,30.8,76.25,4.22,25.97,12.68,,0.36,18.03,37.28,3.22,22.59,1.83,92.0,Satisfactory
Ahmedabad,2020-04-18,30.69,107.31,3.43,22.57,11.7,,0.41,36.24,39.3,3.89,31.0,2.45,96.0,Satisfactory
Ahmedabad,2020-04-19,21.27,65.12,3.66,13.93,9.31,,0.36,21.0,40.56,1.67,14.29,0.95,99.0,Satisfactory
Ahmedabad,2020-04-20,29.84,77.98,3.91,15.77,10.58,,0.34,25.22,38.31,2.27,15.74,1.02,86.0,Satisfactory
Ahmedabad,2020-04-21,27.81,73.99,3.41,16.32,10.46,,0.39,19.16,38.23,2.33,17.57,1.5,87.0,Satisfactory
Ahmedabad,2020-04-22,32.11,94.34,3.68,17.95,11.49,,0.45,15.83,42.22,5.48,33.62,2.16,101.0,Moderate
Ahmedabad,2020-04-23,31.67,81.09,3.93,16.17,10.82,,0.35,32.39,43.6,3.97,20.74,1.23,106.0,Moderate
Ahmedabad,2020-04-24,27.19,82.36,3.52,16.13,9.85,,0.28,20.59,51.81,1.78,9.02,0.67,110.0,Moderate
Ahmedabad,2020-04-25,28.25,70.48,4.83,13.88,10.25,,0.38,16.51,41.74,1.17,9.32,0.56,98.0,Satisfactory
Ahmedabad,2020-04-26,25.91,73.35,4.78,13.82,10.29,,0.4,10.58,44.44,1.8,10.39,0.75,101.0,Moderate
Ahmedabad,2020-04-27,31.76,81.16,3.99,19.95,12.7,,0.46,29.73,52.46,3.52,20.49,1.34,117.0,Moderate
Ahmedabad,2020-04-28,32.55,87.41,3.53,23.58,14.12,,0.46,42.86,50.2,4.92,32.73,2.51,130.0,Moderate
Ahmedabad,2020-04-29,27.15,76.73,3.18,24.82,14.4,,0.67,32.97,54.81,3.39,32.14,2.46,122.0,Moderate
Ahmedabad,2020-04-30,26.93,74.38,2.76,17.05,10.37,,0.46,37.7,56.97,1.92,18.54,1.64,128.0,Moderate
Ahmedabad,2020-05-01,28.71,89.91,2.83,13.32,8.6,,0.54,26.36,49.97,1.59,15.82,0.92,128.0,Moderate
Ahmedabad,2020-05-02,22.56,63.23,3.68,15.16,10.09,,0.56,25.87,55.72,1.55,10.29,0.65,131.0,Moderate
Ahmedabad,2020-05-03,23.82,62.1,4.69,16.38,11.49,,0.64,22.71,54.35,2.83,16.27,0.89,121.0,Moderate
Ahmedabad,2020-05-04,23.73,69.88,4.85,15.87,11.36,,0.73,20.04,58.72,2.38,16.23,0.9,130.0,Moderate
Ahmedabad,2020-05-05,33.47,134.83,3.6,29.05,13.84,,0.54,2.42,54.8,3.57,26.59,1.91,143.0,Moderate
Ahmedabad,2020-05-06,26.52,79.38,4.06,18.06,11.7,,0.67,,59.96,3.7,19.68,1.57,146.0,Moderate
Ahmedabad,2020-05-07,30.45,75.08,3.74,21.48,13.23,,0.4,,58.31,7.47,34.84,1.72,135.0,Moderate
Ahmedabad,2020-05-08,26.79,66.34,3.71,14.99,10.06,,0.51,,57.81,3.26,20.64,0.86,127.0,Moderate
Ahmedabad,2020-05-09,23.79,74.56,5.61,16.64,11.91,,0.55,,52.49,4.37,20.72,1.14,122.0,Moderate
Ahmedabad,2020-05-10,26.17,62.14,1.93,14.73,8.61,,0.77,,56.28,2.65,16.72,0.84,125.0,Moderate
Ahmedabad,2020-05-11,21.31,66.1,1.85,15.01,8.68,,0.54,,57.55,1.9,13.92,0.76,125.0,Moderate
Ahmedabad,2020-05-12,21.94,69.06,2.95,16.95,10.47,,0.58,,57.89,3.3,16.19,0.97,135.0,Moderate
Ahmedabad,2020-05-13,23.19,67.28,4.12,17.46,11.59,,0.48,,52.31,2.85,18.48,0.88,117.0,Moderate
Ahmedabad,2020-05-14,21.9,64.39,2.98,18.73,11.33,,0.49,,51.86,2.28,16.67,0.81,127.0,Moderate
Ahmedabad,2020-05-15,19.15,78.8,3.93,19.59,12.47,,0.51,,61.79,4.14,25.58,1.62,125.0,Moderate
Ahmedabad,2020-05-16,35.75,107.68,2.54,18.72,11.0,,0.39,,54.31,3.02,18.12,1.25,136.0,Moderate
Ahmedabad,2020-05-17,27.28,63.5,2.5,18.56,10.84,,0.68,,55.52,2.91,17.83,1.29,137.0,Moderate
Ahmedabad,2020-05-18,20.85,61.13,2.6,21.35,12.35,,0.62,,54.41,2.95,20.62,3.15,133.0,Moderate
Ahmedabad,2020-05-19,23.98,56.9,4.15,26.56,16.04,,0.61,,59.05,4.36,22.17,2.43,133.0,Moderate
Ahmedabad,2020-05-20,25.6,82.26,2.86,22.47,13.05,,0.69,,60.12,5.5,25.02,1.96,132.0,Moderate
Ahmedabad,2020-05-21,33.35,84.99,2.64,25.02,14.15,,0.56,,62.4,6.41,21.6,1.86,130.0,Moderate
Ahmedabad,2020-05-22,31.38,90.28,4.54,35.67,20.77,,0.65,,62.39,7.75,32.76,2.64,142.0,Moderate
Ahmedabad,2020-05-23,29.26,82.26,2.58,22.23,12.73,,0.67,,55.64,5.36,25.91,1.69,135.0,Moderate
Ahmedabad,2020-05-24,25.47,67.79,2.73,17.85,10.7,,0.81,,57.16,2.62,11.5,1.34,140.0,Moderate
Ahmedabad,2020-05-25,24.84,70.95,3.98,16.03,10.65,,0.57,,57.53,2.24,12.49,0.98,126.0,Moderate
Ahmedabad,2020-05-26,29.78,99.14,2.88,19.35,11.55,,0.59,,50.52,1.68,10.42,0.99,126.0,Moderate
Ahmedabad,2020-05-27,31.25,89.65,3.65,21.42,13.17,,0.83,,54.58,4.01,15.74,1.08,123.0,Moderate
Ahmedabad,2020-05-28,30.7,86.02,3.56,18.84,11.85,,0.56,,55.49,8.88,17.32,1.41,117.0,Moderate
Ahmedabad,2020-05-29,23.91,81.0,3.29,18.6,11.52,,0.57,,44.9,5.47,15.33,1.37,126.0,Moderate
Ahmedabad,2020-05-30,25.71,66.36,3.4,16.46,10.53,,0.41,,47.74,4.67,15.53,1.27,112.0,Moderate
Ahmedabad,2020-05-31,22.83,67.92,3.82,15.35,10.31,,0.4,,53.06,3.03,15.14,1.13,104.0,Moderate
Ahmedabad,2020-06-01,31.02,312.28,2.74,22.62,13.07,,0.64,,66.9,6.78,23.27,3.08,126.0,Moderate
Ahmedabad,2020-06-02,131.88,173.4,2.71,41.56,22.26,,0.45,20.08,34.26,10.84,43.9,5.19,152.0,Moderate
Ahmedabad,2020-06-04,26.08,84.25,4.99,37.3,21.51,,0.79,21.29,56.78,5.69,32.56,3.39,101.0,Moderate
Ahmedabad,2020-06-05,30.72,88.9,3.76,33.6,19.08,,0.63,14.73,4.08,7.45,43.04,2.98,92.0,Satisfactory
Ahmedabad,2020-06-06,33.19,65.77,3.91,39.76,22.28,,0.71,14.4,40.28,8.11,25.23,3.18,95.0,Satisfactory
Ahmedabad,2020-06-07,20.67,69.5,5.19,34.11,20.48,,0.82,13.05,36.32,6.71,20.69,3.63,93.0,Satisfactory
Ahmedabad,2020-06-08,22.92,70.97,4.88,28.47,17.52,,0.57,11.6,30.16,7.93,20.35,3.84,97.0,Satisfactory
Ahmedabad,2020-06-09,21.17,81.73,5.23,25.68,16.39,,0.86,12.69,39.69,4.48,18.91,3.27,84.0,Satisfactory
Ahmedabad,2020-06-10,23.62,94.06,5.9,20.92,14.59,,0.85,16.22,44.32,5.27,23.65,6.7,101.0,Moderate
Ahmedabad,2020-06-11,20.4,66.21,5.3,26.94,17.05,,0.68,18.41,37.38,8.21,38.36,7.98,92.0,Satisfactory
Ahmedabad,2020-06-12,21.4,93.89,5.28,22.4,14.85,,0.85,16.27,45.05,7.9,40.74,13.19,105.0,Moderate
Ahmedabad,2020-06-13,21.72,62.28,3.93,28.15,16.62,,1.18,17.51,30.53,7.01,30.2,8.68,98.0,Satisfactory
Ahmedabad,2020-06-14,24.1,87.14,3.16,27.53,15.77,,0.86,20.82,35.29,6.89,28.99,6.74,96.0,Satisfactory
Ahmedabad,2020-06-15,21.21,92.72,4.03,31.93,18.56,,0.85,19.3,33.59,21.69,44.29,6.77,96.0,Satisfactory
Ahmedabad,2020-06-16,31.49,94.09,6.95,24.73,17.23,,0.85,11.26,38.44,7.54,45.98,3.36,80.0,Satisfactory
Ahmedabad,2020-06-17,14.79,11.5,4.88,19.65,13.18,,0.81,9.4,18.2,4.6,49.52,3.04,95.0,Satisfactory
Ahmedabad,2020-06-19,17.65,135.16,19.86,33.84,22.86,,0.71,9.9,40.03,3.99,51.14,3.62,108.0,Moderate
Ahmedabad,2020-06-20,22.9,120.7,11.79,15.81,10.1,,0.5,10.1,46.04,3.37,42.06,3.59,124.0,Moderate
Ahmedabad,2020-06-21,24.28,138.12,3.45,12.44,8.23,,0.7,11.45,57.31,3.17,58.65,2.87,106.0,Moderate
Ahmedabad,2020-06-22,19.02,98.37,4.48,16.76,11.49,,0.52,13.32,45.85,3.33,53.61,2.67,75.0,Satisfactory
Ahmedabad,2020-06-23,22.2,88.99,7.13,15.67,12.2,,0.51,13.0,64.75,3.18,60.9,2.46,85.0,Satisfactory
Ahmedabad,2020-06-24,30.29,,13.07,25.92,21.72,,0.75,11.99,43.31,1.95,55.13,1.19,91.0,Satisfactory
Ahmedabad,2020-06-25,32.56,142.43,8.29,24.83,18.21,,0.65,11.73,40.54,0.98,51.94,1.22,95.0,Satisfactory
Ahmedabad,2020-06-26,36.48,150.65,8.96,30.78,20.8,,0.59,10.41,44.47,1.76,49.31,1.72,93.0,Satisfactory
Ahmedabad,2020-06-27,62.12,118.67,9.18,56.35,19.86,,0.49,12.44,68.05,1.32,37.76,1.62,92.0,Satisfactory
Ahmedabad,2020-06-28,31.57,,6.37,23.99,16.4,,0.52,11.01,26.34,1.37,49.58,1.34,82.0,Satisfactory
Ahmedabad,2020-06-29,29.75,127.98,9.06,25.15,18.92,,0.67,12.1,34.99,1.39,60.21,0.79,74.0,Satisfactory
Ahmedabad,2020-06-30,40.02,121.1,7.09,58.92,33.41,,0.73,16.39,41.64,1.21,44.1,1.35,98.0,Satisfactory
Ahmedabad,2020-07-01,37.63,,4.42,35.04,20.17,,0.28,14.4,9.69,1.73,47.05,1.87,119.0,Moderate
Bhopal,2019-09-18,21.25,38.2,16.08,37.81,33.18,44.14,1.38,8.95,24.7,,,,89.0,Satisfactory
Bhopal,2019-09-19,16.94,41.09,12.94,25.28,23.96,47.43,0.95,8.08,31.66,,,,77.0,Satisfactory
Bhopal,2019-09-20,15.29,43.1,11.93,26.05,23.56,42.29,0.95,7.52,30.93,,,,76.0,Satisfactory
Bhopal,2019-09-21,20.75,62.7,14.9,30.9,28.55,46.25,1.41,7.31,27.19,,,,82.0,Satisfactory
Bhopal,2019-09-22,11.21,42.45,12.44,25.74,23.8,44.52,1.16,5.82,38.87,,,,90.0,Satisfactory
Bhopal,2019-09-23,11.81,44.21,11.05,25.81,22.72,48.42,1.07,5.34,32.97,,,,82.0,Satisfactory
Bhopal,2019-09-24,17.7,53.29,9.59,28.48,22.95,40.42,1.18,4.96,38.57,,,,80.0,Satisfactory
Bhopal,2019-09-25,20.41,50.27,10.74,28.75,24.02,46.34,1.11,7.96,36.42,,,,81.0,Satisfactory
Bhopal,2019-09-26,17.21,31.31,14.75,27.96,26.86,47.0,1.05,9.32,28.2,,,,77.0,Satisfactory
Bhopal,2019-09-27,12.65,31.54,9.57,20.58,18.72,50.15,0.84,9.64,29.49,,,,69.0,Satisfactory
Bhopal,2019-09-28,3.4,16.32,8.05,14.11,14.05,47.07,0.64,6.72,37.28,,,,52.0,Satisfactory
Bhopal,2019-09-29,7.23,27.84,10.21,17.12,17.41,51.91,0.66,5.91,28.85,,,,49.0,Good
Bhopal,2019-09-30,8.7,36.97,13.93,22.35,23.21,46.82,0.7,8.9,26.74,,,,56.0,Satisfactory
Bhopal,2019-10-01,6.53,21.31,7.3,13.46,13.09,42.77,0.71,7.08,43.46,,,,68.0,Satisfactory
Bhopal,2019-10-02,20.86,72.34,10.44,27.86,23.31,37.95,0.87,7.08,50.24,,,,75.0,Satisfactory
Bhopal,2019-10-03,24.92,106.41,7.92,34.15,24.6,37.23,0.75,9.36,66.15,,,,97.0,Satisfactory
Bhopal,2019-10-04,28.1,122.06,9.29,33.99,25.63,36.82,1.04,8.53,65.06,,,,112.0,Moderate
Bhopal,2019-10-05,26.41,99.6,12.64,36.45,28.3,40.41,1.01,8.38,63.02,,,,117.0,Moderate
Bhopal,2019-10-06,32.5,90.64,10.19,34.81,26.8,16.79,1.19,9.9,40.2,,,,101.0,Moderate
Bhopal,2019-10-07,39.74,102.93,16.9,38.5,34.22,17.08,1.45,8.29,40.72,,,,109.0,Moderate
Bhopal,2019-10-08,52.66,130.64,6.13,34.1,23.13,18.88,1.26,11.29,77.47,,,,143.0,Moderate
Bhopal,2019-10-09,36.92,114.12,3.78,32.53,20.39,13.56,0.83,12.3,79.94,,,,123.0,Moderate
Bhopal,2019-10-10,42.55,126.36,10.57,43.5,31.74,15.13,1.05,10.09,66.05,,,,118.0,Moderate
Bhopal,2019-10-11,53.12,155.77,10.0,38.56,28.64,17.43,0.96,7.99,57.36,,,,141.0,Moderate
Bhopal,2019-10-12,48.92,175.24,17.8,56.37,44.45,15.28,1.37,10.03,61.57,,,,140.0,Moderate
Bhopal,2019-10-13,55.86,199.68,30.94,61.95,58.11,19.45,1.47,9.7,63.59,,,,168.0,Moderate
Bhopal,2019-10-14,44.56,159.02,5.46,33.55,22.29,16.73,0.88,10.87,86.69,,,,159.0,Moderate
Bhopal,2019-10-15,49.07,160.57,9.73,47.42,33.14,19.9,0.96,10.06,71.97,,,,141.0,Moderate
Bhopal,2019-10-16,53.62,185.45,20.64,46.41,41.46,19.78,1.03,10.75,69.49,,,,148.0,Moderate
Bhopal,2019-10-17,60.57,168.04,25.18,44.07,43.92,19.13,1.11,11.46,68.71,,,,155.0,Moderate
Bhopal,2019-10-18,69.65,176.36,15.09,54.27,41.14,22.23,1.5,8.69,62.63,,,,159.0,Moderate
Bhopal,2019-10-19,70.39,152.01,3.82,29.21,18.64,19.85,0.99,13.41,59.11,,,,146.0,Moderate
Bhopal,2019-10-20,86.57,141.8,8.05,41.02,28.36,19.25,1.18,13.41,44.4,,,,144.0,Moderate
Bhopal,2019-10-21,98.98,163.5,7.72,41.72,28.46,20.61,1.17,8.65,45.51,,,,225.0,Poor
Bhopal,2019-10-22,84.03,176.99,9.42,52.3,35.47,19.0,1.3,9.64,46.25,,,,209.0,Poor
